rev_id,Yes-Labels,No-Labels,Total-Labels,Disagreement
9920681,1.0,9.0,10,0.1111111111111111
9934407,1.0,8.0,9,0.125
9936104,3.0,17.0,20,0.17647058823529413
9944737,2.0,7.0,9,0.2857142857142857
9945512,1.0,9.0,10,0.1111111111111111
9963275,5.0,12.0,17,0.4166666666666667
9969256,1.0,8.0,9,0.125
10000343,1.0,9.0,10,0.1111111111111111
10014218,3.0,7.0,10,0.42857142857142855
10014426,5.0,15.0,20,0.3333333333333333
10020786,1.0,19.0,20,0.05263157894736842
10056809,1.0,9.0,10,0.1111111111111111
10074834,1.0,9.0,10,0.1111111111111111
10131175,1.0,9.0,10,0.1111111111111111
10144987,7.0,2.0,9,0.2857142857142857
10148459,1.0,9.0,10,0.1111111111111111
10151862,1.0,8.0,9,0.125
10168542,1.0,18.0,19,0.05555555555555555
10169491,1.0,9.0,10,0.1111111111111111
10185780,3.0,6.0,9,0.5
10186636,5.0,5.0,10,1.0
10187064,5.0,5.0,10,1.0
10191128,2.0,7.0,9,0.2857142857142857
10229119,1.0,9.0,10,0.1111111111111111
10253580,7.0,3.0,10,0.42857142857142855
10254282,3.0,7.0,10,0.42857142857142855
10255042,6.0,3.0,9,0.5
10258072,7.0,11.0,18,0.6363636363636364
10266382,10.0,0.0,10,0.0
10266787,10.0,0.0,10,0.0
10266890,8.0,2.0,10,0.25
10288920,6.0,4.0,10,0.6666666666666666
10291074,3.0,7.0,10,0.42857142857142855
10307178,1.0,8.0,9,0.125
10307564,4.0,6.0,10,0.6666666666666666
10311993,2.0,7.0,9,0.2857142857142857
10316634,5.0,5.0,10,1.0
10335102,7.0,3.0,10,0.42857142857142855
10337445,1.0,9.0,10,0.1111111111111111
10343777,2.0,6.0,8,0.3333333333333333
10346963,5.0,4.0,9,0.8
10347678,1.0,8.0,9,0.125
10365624,6.0,3.0,9,0.5
10372876,6.0,4.0,10,0.6666666666666666
10393751,1.0,17.0,18,0.058823529411764705
10411449,1.0,9.0,10,0.1111111111111111
10424130,2.0,8.0,10,0.25
10458527,2.0,8.0,10,0.25
10470096,7.0,20.0,27,0.35
10471642,2.0,8.0,10,0.25
10480561,1.0,8.0,9,0.125
10496976,3.0,12.0,15,0.25
10511957,2.0,8.0,10,0.25
10515880,1.0,9.0,10,0.1111111111111111
10528666,3.0,16.0,19,0.1875
10532150,9.0,21.0,30,0.42857142857142855
10533233,2.0,8.0,10,0.25
10550156,10.0,18.0,28,0.5555555555555556
10551712,1.0,18.0,19,0.05555555555555555
10559080,1.0,17.0,18,0.058823529411764705
10563063,6.0,4.0,10,0.6666666666666666
10564118,3.0,7.0,10,0.42857142857142855
10574791,4.0,13.0,17,0.3076923076923077
10596606,3.0,7.0,10,0.42857142857142855
10600564,3.0,7.0,10,0.42857142857142855
10613488,1.0,19.0,20,0.05263157894736842
10620280,6.0,4.0,10,0.6666666666666666
10638055,1.0,9.0,10,0.1111111111111111
10638814,1.0,9.0,10,0.1111111111111111
10654775,7.0,13.0,20,0.5384615384615384
10663882,1.0,9.0,10,0.1111111111111111
10707460,1.0,16.0,17,0.0625
10711924,1.0,7.0,8,0.14285714285714285
10787382,3.0,7.0,10,0.42857142857142855
10850951,2.0,8.0,10,0.25
10855810,1.0,9.0,10,0.1111111111111111
10874189,1.0,8.0,9,0.125
10876924,1.0,9.0,10,0.1111111111111111
10900894,5.0,4.0,9,0.8
10936236,1.0,18.0,19,0.05555555555555555
10949158,9.0,0.0,9,0.0
10952727,10.0,0.0,10,0.0
10952841,7.0,2.0,9,0.2857142857142857
11001106,1.0,9.0,10,0.1111111111111111
11002481,5.0,5.0,10,1.0
11006426,4.0,6.0,10,0.6666666666666666
11010909,1.0,9.0,10,0.1111111111111111
11010978,4.0,5.0,9,0.8
11015351,2.0,7.0,9,0.2857142857142857
11060652,2.0,8.0,10,0.25
11101612,1.0,7.0,8,0.14285714285714285
11106931,2.0,8.0,10,0.25
11121273,10.0,0.0,10,0.0
11121620,10.0,0.0,10,0.0
11127070,1.0,8.0,9,0.125
11132339,2.0,7.0,9,0.2857142857142857
11135750,4.0,23.0,27,0.17391304347826086
11162629,2.0,8.0,10,0.25
11162683,4.0,6.0,10,0.6666666666666666
11187140,4.0,5.0,9,0.8
11189184,3.0,7.0,10,0.42857142857142855
11223518,1.0,27.0,28,0.037037037037037035
11238715,3.0,7.0,10,0.42857142857142855
11240747,1.0,9.0,10,0.1111111111111111
11281507,1.0,9.0,10,0.1111111111111111
11292828,1.0,18.0,19,0.05555555555555555
11376268,2.0,8.0,10,0.25
11385805,1.0,8.0,9,0.125
11426030,2.0,8.0,10,0.25
11436249,3.0,7.0,10,0.42857142857142855
11439343,5.0,12.0,17,0.4166666666666667
11462967,14.0,5.0,19,0.35714285714285715
11475097,1.0,17.0,18,0.058823529411764705
11495353,1.0,9.0,10,0.1111111111111111
11495491,1.0,7.0,8,0.14285714285714285
11495735,5.0,4.0,9,0.8
11495928,4.0,6.0,10,0.6666666666666666
11498126,1.0,9.0,10,0.1111111111111111
11498359,2.0,7.0,9,0.2857142857142857
11507472,4.0,6.0,10,0.6666666666666666
11528942,5.0,25.0,30,0.2
11573496,8.0,2.0,10,0.25
11579325,4.0,6.0,10,0.6666666666666666
11585040,5.0,4.0,9,0.8
11673744,18.0,2.0,20,0.1111111111111111
11681871,2.0,8.0,10,0.25
11687065,10.0,0.0,10,0.0
11687201,2.0,7.0,9,0.2857142857142857
11701651,10.0,0.0,10,0.0
11707105,1.0,9.0,10,0.1111111111111111
11712024,1.0,8.0,9,0.125
11714012,2.0,8.0,10,0.25
11714246,2.0,27.0,29,0.07407407407407407
11718214,5.0,5.0,10,1.0
11720728,5.0,5.0,10,1.0
11723163,4.0,6.0,10,0.6666666666666666
11726597,1.0,9.0,10,0.1111111111111111
11727214,1.0,8.0,9,0.125
11748867,7.0,3.0,10,0.42857142857142855
11753184,1.0,8.0,9,0.125
11753197,3.0,17.0,20,0.17647058823529413
11753340,2.0,8.0,10,0.25
11757947,6.0,4.0,10,0.6666666666666666
11773901,2.0,7.0,9,0.2857142857142857
11794642,9.0,1.0,10,0.1111111111111111
11800674,14.0,5.0,19,0.35714285714285715
11802430,1.0,8.0,9,0.125
11802537,6.0,14.0,20,0.42857142857142855
11811615,1.0,7.0,8,0.14285714285714285
11812079,3.0,7.0,10,0.42857142857142855
11821192,3.0,7.0,10,0.42857142857142855
11829970,2.0,8.0,10,0.25
11845147,1.0,8.0,9,0.125
11847422,3.0,7.0,10,0.42857142857142855
11852258,1.0,19.0,20,0.05263157894736842
11878415,1.0,9.0,10,0.1111111111111111
11904523,4.0,6.0,10,0.6666666666666666
11957964,6.0,4.0,10,0.6666666666666666
11969110,1.0,9.0,10,0.1111111111111111
11970378,2.0,7.0,9,0.2857142857142857
11977246,1.0,7.0,8,0.14285714285714285
11989150,5.0,13.0,18,0.38461538461538464
11995757,1.0,9.0,10,0.1111111111111111
11995952,2.0,6.0,8,0.3333333333333333
11996986,7.0,3.0,10,0.42857142857142855
11997463,7.0,2.0,9,0.2857142857142857
12012614,3.0,23.0,26,0.13043478260869565
12036493,6.0,4.0,10,0.6666666666666666
12036834,1.0,9.0,10,0.1111111111111111
12037079,6.0,23.0,29,0.2608695652173913
12163472,1.0,9.0,10,0.1111111111111111
12179805,3.0,13.0,16,0.23076923076923078
12193560,1.0,17.0,18,0.058823529411764705
12208967,4.0,16.0,20,0.25
12220663,2.0,8.0,10,0.25
12263623,1.0,8.0,9,0.125
12267686,10.0,0.0,10,0.0
12273197,1.0,18.0,19,0.05555555555555555
12305047,2.0,27.0,29,0.07407407407407407
12317938,4.0,6.0,10,0.6666666666666666
12321722,1.0,19.0,20,0.05263157894736842
12348023,8.0,2.0,10,0.25
12366324,1.0,9.0,10,0.1111111111111111
12419482,1.0,8.0,9,0.125
12441614,1.0,8.0,9,0.125
12476659,1.0,9.0,10,0.1111111111111111
12529530,1.0,19.0,20,0.05263157894736842
12549697,3.0,5.0,8,0.6
12556324,2.0,8.0,10,0.25
12566441,5.0,4.0,9,0.8
12574555,1.0,19.0,20,0.05263157894736842
12596397,5.0,4.0,9,0.8
12626921,1.0,7.0,8,0.14285714285714285
12638956,4.0,5.0,9,0.8
12639298,2.0,8.0,10,0.25
12639381,4.0,6.0,10,0.6666666666666666
12673562,1.0,7.0,8,0.14285714285714285
12673579,5.0,15.0,20,0.3333333333333333
12676066,6.0,3.0,9,0.5
12676332,2.0,7.0,9,0.2857142857142857
12678317,5.0,4.0,9,0.8
12679641,1.0,19.0,20,0.05263157894736842
12683372,6.0,4.0,10,0.6666666666666666
12696870,5.0,5.0,10,1.0
12729384,1.0,9.0,10,0.1111111111111111
12740225,2.0,17.0,19,0.11764705882352941
12767721,4.0,6.0,10,0.6666666666666666
12768535,4.0,5.0,9,0.8
12773284,3.0,6.0,9,0.5
12778686,3.0,5.0,8,0.6
12807839,9.0,0.0,9,0.0
12807978,4.0,6.0,10,0.6666666666666666
12808386,15.0,13.0,28,0.8666666666666667
12816569,1.0,8.0,9,0.125
12823018,5.0,3.0,8,0.6
12827482,1.0,8.0,9,0.125
12835702,6.0,3.0,9,0.5
12838931,4.0,5.0,9,0.8
12861625,3.0,7.0,10,0.42857142857142855
12862196,1.0,9.0,10,0.1111111111111111
12862825,1.0,9.0,10,0.1111111111111111
12864990,3.0,13.0,16,0.23076923076923078
12881870,5.0,5.0,10,1.0
12882735,15.0,13.0,28,0.8666666666666667
12911021,3.0,6.0,9,0.5
12930390,2.0,8.0,10,0.25
12932289,1.0,9.0,10,0.1111111111111111
12970810,1.0,9.0,10,0.1111111111111111
12971004,1.0,9.0,10,0.1111111111111111
12978585,1.0,8.0,9,0.125
12978832,3.0,5.0,8,0.6
12978864,3.0,7.0,10,0.42857142857142855
12978893,4.0,6.0,10,0.6666666666666666
12978951,2.0,7.0,9,0.2857142857142857
13019178,2.0,18.0,20,0.1111111111111111
13068736,1.0,9.0,10,0.1111111111111111
13099407,1.0,9.0,10,0.1111111111111111
13105744,1.0,18.0,19,0.05555555555555555
13161398,4.0,5.0,9,0.8
13189331,1.0,8.0,9,0.125
13202156,1.0,9.0,10,0.1111111111111111
13203038,4.0,5.0,9,0.8
13204994,2.0,17.0,19,0.11764705882352941
13240647,1.0,9.0,10,0.1111111111111111
13247352,9.0,1.0,10,0.1111111111111111
13247734,7.0,3.0,10,0.42857142857142855
13247852,9.0,1.0,10,0.1111111111111111
13262553,6.0,4.0,10,0.6666666666666666
13262595,1.0,9.0,10,0.1111111111111111
13272383,3.0,7.0,10,0.42857142857142855
13339568,3.0,16.0,19,0.1875
13451848,5.0,5.0,10,1.0
13453224,22.0,7.0,29,0.3181818181818182
13453964,1.0,8.0,9,0.125
13453990,2.0,8.0,10,0.25
13455190,1.0,9.0,10,0.1111111111111111
13455941,4.0,6.0,10,0.6666666666666666
13457220,3.0,6.0,9,0.5
13457421,3.0,7.0,10,0.42857142857142855
13457588,1.0,9.0,10,0.1111111111111111
13457742,3.0,6.0,9,0.5
13458098,3.0,6.0,9,0.5
13458289,4.0,5.0,9,0.8
13458889,1.0,8.0,9,0.125
13485460,2.0,7.0,9,0.2857142857142857
13507752,1.0,9.0,10,0.1111111111111111
13525414,1.0,7.0,8,0.14285714285714285
13549358,3.0,17.0,20,0.17647058823529413
13555211,4.0,6.0,10,0.6666666666666666
13557825,2.0,16.0,18,0.125
13579696,1.0,9.0,10,0.1111111111111111
13586692,7.0,3.0,10,0.42857142857142855
13589801,1.0,9.0,10,0.1111111111111111
13592869,1.0,9.0,10,0.1111111111111111
13594645,2.0,8.0,10,0.25
13598714,10.0,0.0,10,0.0
13602839,7.0,3.0,10,0.42857142857142855
13625675,1.0,9.0,10,0.1111111111111111
13631118,1.0,9.0,10,0.1111111111111111
13634801,1.0,19.0,20,0.05263157894736842
13653846,1.0,8.0,9,0.125
13654968,4.0,6.0,10,0.6666666666666666
13726677,2.0,17.0,19,0.11764705882352941
13729887,2.0,8.0,10,0.25
13750384,4.0,6.0,10,0.6666666666666666
13760972,2.0,8.0,10,0.25
13761965,4.0,6.0,10,0.6666666666666666
13827098,2.0,18.0,20,0.1111111111111111
13864937,1.0,9.0,10,0.1111111111111111
13897335,1.0,28.0,29,0.03571428571428571
13913220,1.0,8.0,9,0.125
13933503,6.0,13.0,19,0.46153846153846156
13933538,7.0,3.0,10,0.42857142857142855
13942489,1.0,9.0,10,0.1111111111111111
13942942,2.0,8.0,10,0.25
13957342,1.0,9.0,10,0.1111111111111111
13961138,8.0,2.0,10,0.25
13961396,1.0,9.0,10,0.1111111111111111
13961594,1.0,9.0,10,0.1111111111111111
13962065,2.0,8.0,10,0.25
13964043,6.0,4.0,10,0.6666666666666666
13964297,3.0,7.0,10,0.42857142857142855
13973655,3.0,7.0,10,0.42857142857142855
13981162,6.0,4.0,10,0.6666666666666666
14042834,2.0,8.0,10,0.25
14129710,1.0,8.0,9,0.125
14135664,3.0,15.0,18,0.2
14164329,2.0,18.0,20,0.1111111111111111
14184960,1.0,8.0,9,0.125
14195772,10.0,0.0,10,0.0
14206081,4.0,6.0,10,0.6666666666666666
14216265,2.0,8.0,10,0.25
14216292,4.0,5.0,9,0.8
14240747,8.0,2.0,10,0.25
14242297,6.0,4.0,10,0.6666666666666666
14287194,2.0,8.0,10,0.25
14297595,4.0,15.0,19,0.26666666666666666
14328899,2.0,8.0,10,0.25
14329245,7.0,3.0,10,0.42857142857142855
14331005,6.0,2.0,8,0.3333333333333333
14331158,6.0,3.0,9,0.5
14339335,1.0,9.0,10,0.1111111111111111
14363931,7.0,2.0,9,0.2857142857142857
14410312,10.0,0.0,10,0.0
14430018,1.0,19.0,20,0.05263157894736842
14441986,1.0,9.0,10,0.1111111111111111
14457511,1.0,9.0,10,0.1111111111111111
14470035,2.0,7.0,9,0.2857142857142857
14471233,3.0,17.0,20,0.17647058823529413
14474906,1.0,8.0,9,0.125
14507638,1.0,9.0,10,0.1111111111111111
14522344,1.0,8.0,9,0.125
14544908,4.0,13.0,17,0.3076923076923077
14559217,1.0,18.0,19,0.05555555555555555
14567768,1.0,8.0,9,0.125
14569019,2.0,8.0,10,0.25
14626127,3.0,6.0,9,0.5
14677059,1.0,7.0,8,0.14285714285714285
