rev_id,Yes-Labels,No-Labels,Total-Labels,Disagreement
3720366.0,1,9,10,0.1111111111111111
3721964.0,5,6,11,0.8333333333333334
3758233.0,2,8,10,0.25
3788166.0,1,9,10,0.1111111111111111
3803199.0,8,2,10,0.25
3805523.0,1,9,10,0.1111111111111111
3807533.0,2,8,10,0.25
3818098.0,1,9,10,0.1111111111111111
3859614.0,1,9,10,0.1111111111111111
3861960.0,2,8,10,0.25
3897427.0,1,9,10,0.1111111111111111
4006716.0,4,6,10,0.6666666666666666
4045483.0,1,9,10,0.1111111111111111
4130503.0,2,8,10,0.25
4170844.0,1,9,10,0.1111111111111111
4189764.0,2,8,10,0.25
4248772.0,1,9,10,0.1111111111111111
4263877.0,1,9,10,0.1111111111111111
4270045.0,1,9,10,0.1111111111111111
4282271.0,7,3,10,0.42857142857142855
4289897.0,1,9,10,0.1111111111111111
4317594.0,1,9,10,0.1111111111111111
4334457.0,3,7,10,0.42857142857142855
4369886.0,1,9,10,0.1111111111111111
4425527.0,2,8,10,0.25
4458846.0,1,9,10,0.1111111111111111
4476405.0,5,5,10,1.0
4486846.0,2,8,10,0.25
4491835.0,1,9,10,0.1111111111111111
4530750.0,1,9,10,0.1111111111111111
4569515.0,4,6,10,0.6666666666666666
4588052.0,3,7,10,0.42857142857142855
4608898.0,1,9,10,0.1111111111111111
4611614.0,1,9,10,0.1111111111111111
4632658.0,10,0,10,0.0
4651312.0,2,7,9,0.2857142857142857
4691176.0,1,9,10,0.1111111111111111
4738159.0,1,9,10,0.1111111111111111
4771755.0,4,6,10,0.6666666666666666
4788677.0,1,9,10,0.1111111111111111
4804786.0,2,8,10,0.25
4830483.0,2,8,10,0.25
4836198.0,1,9,10,0.1111111111111111
4838322.0,3,7,10,0.42857142857142855
4861336.0,1,9,10,0.1111111111111111
4864992.0,1,9,10,0.1111111111111111
4913793.0,1,9,10,0.1111111111111111
4917381.0,1,9,10,0.1111111111111111
4924423.0,1,9,10,0.1111111111111111
4933493.0,1,9,10,0.1111111111111111
4978453.0,1,9,10,0.1111111111111111
5037873.0,2,8,10,0.25
5154663.0,1,9,10,0.1111111111111111
5191548.0,2,8,10,0.25
5195318.0,1,9,10,0.1111111111111111
5258851.0,1,9,10,0.1111111111111111
5263772.0,1,9,10,0.1111111111111111
5277167.0,4,6,10,0.6666666666666666
5297687.0,1,9,10,0.1111111111111111
5304293.0,1,9,10,0.1111111111111111
5374947.0,1,9,10,0.1111111111111111
5383088.0,1,9,10,0.1111111111111111
5407955.0,1,9,10,0.1111111111111111
5437320.0,1,9,10,0.1111111111111111
5438461.0,1,9,10,0.1111111111111111
5455807.0,1,9,10,0.1111111111111111
5473122.0,1,9,10,0.1111111111111111
5544806.0,1,9,10,0.1111111111111111
5553126.0,1,9,10,0.1111111111111111
5567514.0,1,9,10,0.1111111111111111
5579038.0,2,8,10,0.25
5610875.0,8,2,10,0.25
5623886.0,2,8,10,0.25
5625901.0,3,7,10,0.42857142857142855
5675556.0,1,9,10,0.1111111111111111
5687487.0,1,9,10,0.1111111111111111
5760889.0,1,9,10,0.1111111111111111
5794209.0,1,9,10,0.1111111111111111
5796816.0,1,9,10,0.1111111111111111
5815399.0,7,3,10,0.42857142857142855
5838638.0,2,8,10,0.25
5861505.0,10,0,10,0.0
5865901.0,1,9,10,0.1111111111111111
5869608.0,1,9,10,0.1111111111111111
5891528.0,1,9,10,0.1111111111111111
5896546.0,1,9,10,0.1111111111111111
5901647.0,1,9,10,0.1111111111111111
5906678.0,1,9,10,0.1111111111111111
6029021.0,2,8,10,0.25
6072758.0,1,9,10,0.1111111111111111
6087359.0,1,9,10,0.1111111111111111
6105254.0,2,8,10,0.25
6121539.0,2,8,10,0.25
6127374.0,1,9,10,0.1111111111111111
6149807.0,3,7,10,0.42857142857142855
6150317.0,1,9,10,0.1111111111111111
6170922.0,1,9,10,0.1111111111111111
6245150.0,1,9,10,0.1111111111111111
6250034.0,1,9,10,0.1111111111111111
6253871.0,1,9,10,0.1111111111111111
6270546.0,1,9,10,0.1111111111111111
6271233.0,1,9,10,0.1111111111111111
6306363.0,1,9,10,0.1111111111111111
6404082.0,1,9,10,0.1111111111111111
6413308.0,4,6,10,0.6666666666666666
6434487.0,1,9,10,0.1111111111111111
6452486.0,1,9,10,0.1111111111111111
6464166.0,1,9,10,0.1111111111111111
6468556.0,7,3,10,0.42857142857142855
6471441.0,1,9,10,0.1111111111111111
6488164.0,1,9,10,0.1111111111111111
6545332.0,9,1,10,0.1111111111111111
6545351.0,5,5,10,1.0
6588630.0,1,9,10,0.1111111111111111
6589442.0,5,5,10,1.0
6612640.0,1,9,10,0.1111111111111111
6666315.0,1,9,10,0.1111111111111111
6740930.0,1,9,10,0.1111111111111111
6759017.0,1,9,10,0.1111111111111111
6763370.0,1,9,10,0.1111111111111111
6768250.0,2,9,11,0.2222222222222222
6798473.0,1,9,10,0.1111111111111111
6817748.0,1,9,10,0.1111111111111111
6854722.0,1,9,10,0.1111111111111111
6870561.0,1,9,10,0.1111111111111111
6873541.0,2,8,10,0.25
6876774.0,1,9,10,0.1111111111111111
6902427.0,1,9,10,0.1111111111111111
6927349.0,1,9,10,0.1111111111111111
6941576.0,1,9,10,0.1111111111111111
6946076.0,1,9,10,0.1111111111111111
6963992.0,2,8,10,0.25
7028828.0,3,7,10,0.42857142857142855
7042829.0,2,8,10,0.25
7074223.0,4,6,10,0.6666666666666666
7123640.0,1,9,10,0.1111111111111111
7147812.0,2,8,10,0.25
7169877.0,1,9,10,0.1111111111111111
7189227.0,3,7,10,0.42857142857142855
7196849.0,1,9,10,0.1111111111111111
7197643.0,3,7,10,0.42857142857142855
7206054.0,3,7,10,0.42857142857142855
7212324.0,4,6,10,0.6666666666666666
7220399.0,1,9,10,0.1111111111111111
7249017.0,1,9,10,0.1111111111111111
7278426.0,1,10,11,0.1
7288036.0,1,9,10,0.1111111111111111
7289873.0,2,8,10,0.25
7304217.0,1,9,10,0.1111111111111111
7319266.0,2,8,10,0.25
7329192.0,1,9,10,0.1111111111111111
7360884.0,1,9,10,0.1111111111111111
7392575.0,1,9,10,0.1111111111111111
7427711.0,2,8,10,0.25
7441407.0,1,9,10,0.1111111111111111
7491798.0,1,9,10,0.1111111111111111
7514418.0,12,0,12,0.0
7533350.0,1,9,10,0.1111111111111111
7617252.0,1,9,10,0.1111111111111111
7623425.0,1,9,10,0.1111111111111111
7660001.0,4,6,10,0.6666666666666666
7693029.0,3,8,11,0.375
7697114.0,1,9,10,0.1111111111111111
7699727.0,1,9,10,0.1111111111111111
7708336.0,2,8,10,0.25
7717319.0,1,9,10,0.1111111111111111
7731806.0,3,7,10,0.42857142857142855
7733587.0,3,7,10,0.42857142857142855
7740725.0,1,9,10,0.1111111111111111
7783959.0,1,9,10,0.1111111111111111
7786680.0,1,9,10,0.1111111111111111
7801680.0,1,9,10,0.1111111111111111
7826081.0,1,9,10,0.1111111111111111
7826518.0,1,9,10,0.1111111111111111
7827096.0,1,9,10,0.1111111111111111
7831528.0,1,9,10,0.1111111111111111
7871012.0,3,7,10,0.42857142857142855
7888790.0,2,8,10,0.25
7889017.0,1,9,10,0.1111111111111111
7944467.0,1,9,10,0.1111111111111111
7950908.0,1,9,10,0.1111111111111111
7981703.0,1,9,10,0.1111111111111111
7997407.0,1,9,10,0.1111111111111111
8010640.0,2,8,10,0.25
8065840.0,1,9,10,0.1111111111111111
8098384.0,2,8,10,0.25
8111478.0,2,8,10,0.25
8163533.0,7,3,10,0.42857142857142855
8164760.0,1,9,10,0.1111111111111111
8175879.0,1,9,10,0.1111111111111111
8185318.0,2,8,10,0.25
8208480.0,2,8,10,0.25
8233385.0,1,9,10,0.1111111111111111
8255570.0,5,5,10,1.0
8259679.0,2,8,10,0.25
8272882.0,1,9,10,0.1111111111111111
8313701.0,1,9,10,0.1111111111111111
8323109.0,5,5,10,1.0
8323423.0,1,9,10,0.1111111111111111
8324788.0,4,6,10,0.6666666666666666
8336038.0,1,9,10,0.1111111111111111
8346526.0,2,8,10,0.25
8347684.0,1,9,10,0.1111111111111111
8351483.0,2,8,10,0.25
8354624.0,5,5,10,1.0
8356071.0,3,7,10,0.42857142857142855
8357601.0,6,4,10,0.6666666666666666
8357736.0,3,7,10,0.42857142857142855
8359431.0,5,5,10,1.0
8386055.0,1,9,10,0.1111111111111111
8404908.0,1,9,10,0.1111111111111111
8424530.0,3,8,11,0.375
8433923.0,1,9,10,0.1111111111111111
8437576.0,1,9,10,0.1111111111111111
8511540.0,1,9,10,0.1111111111111111
8562133.0,2,8,10,0.25
8563193.0,2,8,10,0.25
8565981.0,1,9,10,0.1111111111111111
8621412.0,3,7,10,0.42857142857142855
8622992.0,2,8,10,0.25
8633514.0,1,9,10,0.1111111111111111
8647800.0,1,9,10,0.1111111111111111
8652342.0,1,9,10,0.1111111111111111
8660574.0,1,9,10,0.1111111111111111
8689222.0,2,8,10,0.25
8706119.0,1,11,12,0.09090909090909091
8706744.0,2,8,10,0.25
8708229.0,3,7,10,0.42857142857142855
8708605.0,1,9,10,0.1111111111111111
8709340.0,1,9,10,0.1111111111111111
8712194.0,1,9,10,0.1111111111111111
8714828.0,1,9,10,0.1111111111111111
8723483.0,1,9,10,0.1111111111111111
8724028.0,7,4,11,0.5714285714285714
8724769.0,1,9,10,0.1111111111111111
8725515.0,5,5,10,1.0
8726172.0,4,6,10,0.6666666666666666
8726328.0,3,7,10,0.42857142857142855
8727175.0,1,9,10,0.1111111111111111
8727187.0,1,9,10,0.1111111111111111
8727268.0,2,8,10,0.25
8741518.0,1,9,10,0.1111111111111111
8746794.0,1,9,10,0.1111111111111111
8759672.0,1,9,10,0.1111111111111111
8763569.0,1,9,10,0.1111111111111111
8768929.0,5,5,10,1.0
8772699.0,2,8,10,0.25
8791465.0,1,9,10,0.1111111111111111
8804835.0,1,9,10,0.1111111111111111
8809377.0,4,6,10,0.6666666666666666
8841793.0,1,9,10,0.1111111111111111
8845700.0,10,0,10,0.0
8845736.0,10,0,10,0.0
8845780.0,7,3,10,0.42857142857142855
8855349.0,2,8,10,0.25
8855554.0,6,4,10,0.6666666666666666
8875065.0,1,9,10,0.1111111111111111
8875274.0,3,17,20,0.17647058823529413
8876353.0,1,19,20,0.05263157894736842
8886447.0,1,9,10,0.1111111111111111
8889810.0,1,9,10,0.1111111111111111
8898615.0,2,8,10,0.25
8898827.0,3,7,10,0.42857142857142855
8898868.0,1,9,10,0.1111111111111111
8898892.0,4,6,10,0.6666666666666666
8899112.0,5,5,10,1.0
8899166.0,3,7,10,0.42857142857142855
8914033.0,4,6,10,0.6666666666666666
8925594.0,6,4,10,0.6666666666666666
8942766.0,4,6,10,0.6666666666666666
8960885.0,1,9,10,0.1111111111111111
8971984.0,3,7,10,0.42857142857142855
8972653.0,3,7,10,0.42857142857142855
8978979.0,1,9,10,0.1111111111111111
9005225.0,1,9,10,0.1111111111111111
9013935.0,1,9,10,0.1111111111111111
9015121.0,2,8,10,0.25
9086510.0,1,9,10,0.1111111111111111
9096917.0,1,8,9,0.125
9103535.0,1,9,10,0.1111111111111111
9151537.0,1,9,10,0.1111111111111111
9192250.0,1,9,10,0.1111111111111111
9207560.0,2,8,10,0.25
9243541.0,2,8,10,0.25
9260929.0,3,7,10,0.42857142857142855
9273851.0,3,7,10,0.42857142857142855
9284514.0,1,9,10,0.1111111111111111
9287121.0,1,9,10,0.1111111111111111
9292495.0,1,9,10,0.1111111111111111
9296803.0,1,9,10,0.1111111111111111
9308556.0,5,5,10,1.0
9318724.0,1,9,10,0.1111111111111111
9319615.0,1,9,10,0.1111111111111111
9333606.0,1,9,10,0.1111111111111111
9339988.0,2,8,10,0.25
9341657.0,4,6,10,0.6666666666666666
9367177.0,1,9,10,0.1111111111111111
9369461.0,1,9,10,0.1111111111111111
9373666.0,6,4,10,0.6666666666666666
9380509.0,1,9,10,0.1111111111111111
9383746.0,2,8,10,0.25
9388445.0,1,9,10,0.1111111111111111
9392747.0,10,0,10,0.0
9396830.0,8,2,10,0.25
9401786.0,2,8,10,0.25
9428619.0,2,8,10,0.25
9436902.0,7,3,10,0.42857142857142855
9441592.0,1,9,10,0.1111111111111111
9442871.0,1,11,12,0.09090909090909091
9492820.0,1,9,10,0.1111111111111111
9497484.0,2,8,10,0.25
9509686.0,2,8,10,0.25
9521749.0,3,7,10,0.42857142857142855
9521926.0,3,7,10,0.42857142857142855
9534106.0,1,9,10,0.1111111111111111
9534738.0,2,8,10,0.25
9534999.0,1,9,10,0.1111111111111111
9535373.0,1,9,10,0.1111111111111111
9571807.0,6,4,10,0.6666666666666666
9626914.0,1,9,10,0.1111111111111111
9647957.0,3,7,10,0.42857142857142855
9658877.0,1,9,10,0.1111111111111111
9664203.0,8,2,10,0.25
9664254.0,9,1,10,0.1111111111111111
9678610.0,1,7,8,0.14285714285714285
9678940.0,3,7,10,0.42857142857142855
9679297.0,10,0,10,0.0
9681754.0,2,8,10,0.25
9716206.0,7,3,10,0.42857142857142855
9723436.0,2,8,10,0.25
9725692.0,6,4,10,0.6666666666666666
9735893.0,2,8,10,0.25
9757452.0,3,7,10,0.42857142857142855
9761557.0,1,9,10,0.1111111111111111
9763875.0,1,9,10,0.1111111111111111
9796773.0,1,9,10,0.1111111111111111
9798210.0,1,9,10,0.1111111111111111
9810672.0,1,9,10,0.1111111111111111
9815844.0,1,9,10,0.1111111111111111
9827159.0,1,9,10,0.1111111111111111
9858487.0,1,9,10,0.1111111111111111
9875604.0,2,8,10,0.25
9876461.0,1,9,10,0.1111111111111111
9894805.0,1,9,10,0.1111111111111111
9916585.0,2,8,10,0.25
9943761.0,1,9,10,0.1111111111111111
9950156.0,1,9,10,0.1111111111111111
9966402.0,1,9,10,0.1111111111111111
10003495.0,1,9,10,0.1111111111111111
10005058.0,1,9,10,0.1111111111111111
10014325.0,1,9,10,0.1111111111111111
10035416.0,1,9,10,0.1111111111111111
10047973.0,1,9,10,0.1111111111111111
10069070.0,4,6,10,0.6666666666666666
10074495.0,1,9,10,0.1111111111111111
10082841.0,2,8,10,0.25
10119786.0,1,9,10,0.1111111111111111
10123156.0,1,9,10,0.1111111111111111
10131175.0,1,9,10,0.1111111111111111
10144987.0,8,2,10,0.25
10151862.0,2,8,10,0.25
10153554.0,2,8,10,0.25
10157088.0,2,8,10,0.25
10169491.0,1,9,10,0.1111111111111111
10178068.0,1,9,10,0.1111111111111111
10185780.0,3,7,10,0.42857142857142855
10186636.0,2,8,10,0.25
10187064.0,2,8,10,0.25
10206383.0,1,9,10,0.1111111111111111
10244258.0,1,9,10,0.1111111111111111
10253580.0,8,2,10,0.25
10254282.0,3,7,10,0.42857142857142855
10255042.0,4,6,10,0.6666666666666666
10257567.0,1,9,10,0.1111111111111111
10258072.0,2,8,10,0.25
10258371.0,1,9,10,0.1111111111111111
10262583.0,1,9,10,0.1111111111111111
10266382.0,10,0,10,0.0
10266787.0,8,2,10,0.25
10266890.0,10,0,10,0.0
10288920.0,3,7,10,0.42857142857142855
10291074.0,3,7,10,0.42857142857142855
10301503.0,1,9,10,0.1111111111111111
10307178.0,4,6,10,0.6666666666666666
10307564.0,1,9,10,0.1111111111111111
10311993.0,2,8,10,0.25
10316443.0,5,5,10,1.0
10316634.0,2,8,10,0.25
10322483.0,1,9,10,0.1111111111111111
10335102.0,6,4,10,0.6666666666666666
10337445.0,1,9,10,0.1111111111111111
10341255.0,1,9,10,0.1111111111111111
10344965.0,2,8,10,0.25
10346963.0,2,8,10,0.25
10347678.0,1,9,10,0.1111111111111111
10357040.0,1,9,10,0.1111111111111111
10365624.0,2,9,11,0.2222222222222222
10366418.0,1,10,11,0.1
10372876.0,3,7,10,0.42857142857142855
10374903.0,1,9,10,0.1111111111111111
10383786.0,1,9,10,0.1111111111111111
10385225.0,1,9,10,0.1111111111111111
10387769.0,1,9,10,0.1111111111111111
10423171.0,1,9,10,0.1111111111111111
10424130.0,5,5,10,1.0
10428165.0,2,8,10,0.25
10432264.0,1,9,10,0.1111111111111111
10433897.0,1,9,10,0.1111111111111111
10491092.0,3,6,9,0.5
10493814.0,1,9,10,0.1111111111111111
10496976.0,4,6,10,0.6666666666666666
10511957.0,1,9,10,0.1111111111111111
10532150.0,1,9,10,0.1111111111111111
10551847.0,1,9,10,0.1111111111111111
10562085.0,2,8,10,0.25
10563063.0,6,4,10,0.6666666666666666
10564118.0,2,8,10,0.25
10574791.0,2,8,10,0.25
10586223.0,1,9,10,0.1111111111111111
10596606.0,1,9,10,0.1111111111111111
10600257.0,2,8,10,0.25
10600564.0,2,8,10,0.25
10618153.0,3,7,10,0.42857142857142855
10620280.0,3,7,10,0.42857142857142855
10638814.0,1,9,10,0.1111111111111111
10651128.0,7,3,10,0.42857142857142855
10654775.0,4,6,10,0.6666666666666666
10665847.0,3,7,10,0.42857142857142855
10681670.0,4,6,10,0.6666666666666666
10682577.0,1,9,10,0.1111111111111111
10693762.0,10,0,10,0.0
10707460.0,1,9,10,0.1111111111111111
10711924.0,1,9,10,0.1111111111111111
10716698.0,2,8,10,0.25
10741406.0,1,9,10,0.1111111111111111
10756954.0,1,9,10,0.1111111111111111
10765374.0,1,9,10,0.1111111111111111
10787382.0,2,8,10,0.25
10809295.0,1,9,10,0.1111111111111111
10850951.0,1,9,10,0.1111111111111111
10861207.0,3,7,10,0.42857142857142855
10874189.0,1,9,10,0.1111111111111111
10878992.0,1,9,10,0.1111111111111111
10900894.0,5,5,10,1.0
10918091.0,1,9,10,0.1111111111111111
10949158.0,9,1,10,0.1111111111111111
10952824.0,10,0,10,0.0
10952841.0,7,3,10,0.42857142857142855
10965150.0,2,8,10,0.25
10987854.0,1,9,10,0.1111111111111111
10990125.0,1,9,10,0.1111111111111111
11002481.0,5,5,10,1.0
11006426.0,7,3,10,0.42857142857142855
11010978.0,1,9,10,0.1111111111111111
11026168.0,1,9,10,0.1111111111111111
11044077.0,1,9,10,0.1111111111111111
11046975.0,1,9,10,0.1111111111111111
11059780.0,1,9,10,0.1111111111111111
11064766.0,1,9,10,0.1111111111111111
11101612.0,1,9,10,0.1111111111111111
11117638.0,1,9,10,0.1111111111111111
11121273.0,10,0,10,0.0
11121620.0,8,2,10,0.25
11132339.0,4,6,10,0.6666666666666666
11132465.0,3,7,10,0.42857142857142855
11132709.0,2,8,10,0.25
11162683.0,2,8,10,0.25
11165049.0,1,8,9,0.125
11173265.0,1,9,10,0.1111111111111111
11178454.0,1,9,10,0.1111111111111111
11187140.0,5,5,10,1.0
11189184.0,2,8,10,0.25
11217591.0,1,9,10,0.1111111111111111
11221566.0,1,9,10,0.1111111111111111
11232502.0,1,9,10,0.1111111111111111
11260677.0,2,8,10,0.25
11267227.0,2,9,11,0.2222222222222222
11272657.0,1,9,10,0.1111111111111111
11279670.0,1,9,10,0.1111111111111111
11287580.0,1,9,10,0.1111111111111111
11292828.0,2,8,10,0.25
11306974.0,1,9,10,0.1111111111111111
11337226.0,2,8,10,0.25
11341986.0,1,9,10,0.1111111111111111
11364852.0,1,9,10,0.1111111111111111
11366400.0,1,9,10,0.1111111111111111
11377157.0,1,9,10,0.1111111111111111
11378881.0,3,7,10,0.42857142857142855
11386168.0,1,9,10,0.1111111111111111
11395076.0,1,9,10,0.1111111111111111
11427891.0,1,9,10,0.1111111111111111
11432947.0,3,7,10,0.42857142857142855
11436249.0,7,3,10,0.42857142857142855
11462967.0,9,2,11,0.2222222222222222
11477999.0,1,9,10,0.1111111111111111
11495353.0,2,8,10,0.25
11495491.0,3,7,10,0.42857142857142855
11495735.0,2,8,10,0.25
11495928.0,5,5,10,1.0
11507472.0,5,5,10,1.0
11528942.0,1,9,10,0.1111111111111111
11573496.0,7,3,10,0.42857142857142855
11579200.0,1,9,10,0.1111111111111111
11579325.0,1,9,10,0.1111111111111111
11585040.0,5,5,10,1.0
11641328.0,4,6,10,0.6666666666666666
11647582.0,5,5,10,1.0
11673744.0,8,2,10,0.25
11674830.0,1,9,10,0.1111111111111111
11681871.0,1,9,10,0.1111111111111111
11687065.0,10,0,10,0.0
11687201.0,1,9,10,0.1111111111111111
11692350.0,3,7,10,0.42857142857142855
11697699.0,1,9,10,0.1111111111111111
11701651.0,9,1,10,0.1111111111111111
11707105.0,1,9,10,0.1111111111111111
11714012.0,2,8,10,0.25
11718214.0,9,1,10,0.1111111111111111
11720728.0,6,4,10,0.6666666666666666
11723163.0,7,3,10,0.42857142857142855
11733584.0,1,9,10,0.1111111111111111
11737031.0,1,9,10,0.1111111111111111
11748867.0,8,2,10,0.25
11749059.0,2,8,10,0.25
11758218.0,7,3,10,0.42857142857142855
11761819.0,3,7,10,0.42857142857142855
11787341.0,1,9,10,0.1111111111111111
11794642.0,11,2,13,0.18181818181818182
11800674.0,8,2,10,0.25
11802430.0,6,4,10,0.6666666666666666
11802537.0,7,4,11,0.5714285714285714
11821192.0,6,4,10,0.6666666666666666
11824482.0,1,9,10,0.1111111111111111
11829970.0,1,9,10,0.1111111111111111
11845450.0,1,9,10,0.1111111111111111
11854405.0,1,9,10,0.1111111111111111
11863335.0,2,8,10,0.25
11871662.0,1,9,10,0.1111111111111111
11908601.0,1,9,10,0.1111111111111111
11936918.0,1,9,10,0.1111111111111111
11957964.0,8,2,10,0.25
11964755.0,3,7,10,0.42857142857142855
11995757.0,2,8,10,0.25
11995952.0,3,7,10,0.42857142857142855
